"ID","FSM","C1_Eng","C1_Mat","C2_Eng","C2_Mat","C3_Eng","C3_Mat","C1_Btotal","C2_Btotal","C3_Btotal","C1_AGtotal","C2_AGtotal","C3_AGtotal","C1_SCtotal","C2_SCtotal","C3_SCtotal","C1_LTtotal","C2_LTtotal","C3_LTtotal","C1_Ltotal","C2_Ltotal","C3_Ltotal"
7150,2,5,4,5,4,4,4,36,47,48,12,10,4,100,84,61,37,40,29,48,14,12
7151,2,4,3,4,3,4,4,42,46,34,16,15,18,96,68,32,31,16,18,28,7,9
7152,1,3,4,3,4,5,4,36,28,34,12,15,10,76,94,35,37,25,34,22,19,17
7153,1,4,5,4,5,4,5,32,35,33,18,19,17,36,30,31,40,37,11,15,7,7
7154,1,5,5,5,5,5,5,36,35,40,16,12,16,57,59,38,28,34,13,19,11,10
7155,1,5,5,5,5,5,6,32,35,32,19,14,16,42,33,27,40,37,30,18,12,14
7156,1,5,5,5,5,5,7,30,34,31,16,15,13,36,32,30,34,37,19,29,9,10
7157,1,5,5,5,5,5,6,32,34,35,20,18,20,76,74,48,40,40,12,19,16,11
7158,1,5,4,5,4,4,4,31,33,36,17,20,20,41,27,21,31,40,11,15,7,7
7159,1,3,3,3,3,4,3,40,40,35,18,18,18,128,97,142,22,37,14,50,12,17
7160,1,4,5,4,5,4,5,35,31,38,18,16,16,56,42,56,40,37,21,30,9,15
7161,1,4,4,4,4,4,5,29,33,31,14,14,12,30,31,61,34,31,29,18,7,9
7162,1,4,4,4,4,4,5,36,44,40,16,14,13,99,102,50,34,28,35,25,11,11
7163,1,4,4,4,4,4,4,41,31,29,15,16,7,49,82,41,34,37,19,25,11,9
7164,1,3,4,3,4,4,5,40,31,31,16,16,19,53,24,20,34,40,13,27,8,7
7165,1,4,4,4,4,5,4,33,37,33,11,15,16,99,69,41,34,31,24,43,14,12
7166,2,3,3,3,3,4,5,41,36,32,16,18,15,112,119,109,34,37,21,29,10,11
7167,1,5,4,5,4,4,4,39,35,35,17,12,13,115,63,50,34,22,24,19,7,14
7168,1,4,4,4,4,4,4,48,41,40,10,13,13,107,68,24,25,25,28,45,14,16
7169,1,4,4,4,4,5,4,42,31,29,17,16,5,77,65,43,37,28,23,42,16,11
7170,1,4,4,4,4,4,4,30,31,31,11,13,15,133,118,62,31,37,19,53,11,7
7171,1,4,4,4,4,5,4,33,32,32,17,18,18,93,46,30,34,40,14,28,8,7
7172,1,4,4,4,4,5,5,33,34,33,17,17,14,74,105,49,34,40,20,21,8,8
7173,1,3,4,3,4,4,5,44,49,43,12,16,16,151,64,56,31,34,24,33,20,8
7174,1,5,5,5,5,6,5,34,32,37,16,15,13,59,56,45,31,37,27,34,23,27
7175,1,5,5,5,5,6,5,33,39,35,19,17,16,71,42,68,37,28,16,15,11,9
7176,1,5,5,5,5,5,6,39,45,43,14,16,17,87,77,52,34,37,26,20,16,11
7177,1,4,5,4,5,4,5,34,31,32,12,12,15,97,133,38,31,40,14,23,16,17
7178,1,4,4,4,4,5,6,37,34,34,13,15,18,66,100,29,34,40,20,24,8,12
7179,2,4,5,4,5,5,6,31,34,32,13,18,16,55,51,32,37,40,16,23,11,7
7180,2,4,4,4,4,5,5,37,34,31,10,13,14,67,106,35,31,37,15,24,17,14
7181,1,4,4,4,4,4,5,33,32,33,16,14,14,41,24,27,40,40,16,18,11,9
7182,1,5,5,5,5,5,5,30,38,33,17,11,15,109,77,41,37,13,31,23,18,14
7183,1,5,5,5,5,5,6,33,39,31,17,18,18,83,34,59,40,37,18,16,7,8
7184,1,4,5,4,5,4,5,41,35,38,17,12,13,108,91,54,37,37,15,30,12,12
7185,1,4,4,4,4,5,5,39,37,38,11,19,14,84,92,44,13,40,17,56,13,8
7186,1,5,5,5,5,5,5,35,35,36,20,19,13,34,47,31,40,40,18,20,11,11
7187,1,5,5,5,5,4,5,33,41,36,18,18,16,49,53,30,37,40,15,21,9,7
7188,1,5,5,5,5,5,5,32,37,33,13,13,13,92,56,46,16,40,21,21,11,11
7189,1,4,4,4,4,4,4,32,36,35,19,15,16,85,87,41,40,40,21,17,14,9
7190,1,4,4,4,4,5,5,31,35,35,15,16,17,78,80,93,19,37,16,30,12,10
7191,1,5,4,5,4,5,5,32,35,32,15,14,13,61,35,57,37,37,22,26,9,10
7192,1,4,4,4,4,5,5,32,27,24,10,8,13,57,58,33,34,25,26,61,19,11
7193,1,4,5,4,5,5,5,32,32,33,13,15,15,55,29,20,37,34,11,22,13,7
7194,1,4,4,4,4,4,6,32,32,34,18,20,19,50,46,28,40,40,13,20,13,17
7195,1,5,5,5,5,6,6,31,33,36,20,18,17,89,111,50,40,40,22,16,16,12
7196,1,4,5,4,5,6,6,44,29,32,20,13,14,104,88,52,25,37,23,29,14,10
7197,1,4,4,4,4,4,5,32,33,34,6,13,10,111,66,44,22,34,25,25,13,14
7198,1,4,3,4,3,4,4,37,32,33,18,20,18,88,107,57,10,31,12,40,12,11
7199,1,5,4,5,4,4,6,37,37,28,18,9,15,78,68,43,40,40,16,21,16,13
7200,1,5,4,5,4,4,6,38,40,38,20,19,19,106,98,63,37,40,17,16,8,8
7201,1,5,4,5,4,6,6,42,30,29,13,17,11,63,115,51,16,37,18,24,14,9
7202,1,5,5,5,5,6,6,36,34,34,14,15,10,115,43,35,37,40,20,56,16,11
7203,1,5,5,5,5,4,4,40,31,30,15,13,16,117,73,57,40,28,29,50,20,9
7204,1,5,5,5,5,5,6,35,42,37,15,13,16,105,38,47,37,28,25,22,13,10
7205,1,4,5,4,5,4,5,29,34,34,16,16,14,72,61,53,31,40,21,16,11,20
7206,1,3,5,3,5,5,5,31,27,32,8,14,15,81,83,45,31,34,24,29,16,10
7207,2,4,5,4,5,5,6,35,41,37,17,18,16,93,94,41,37,37,17,16,13,13
7208,1,4,3,4,3,4,5,34,30,28,9,13,12,112,93,51,37,37,24,19,20,13
7209,1,4,4,4,4,4,5,30,34,35,18,20,18,63,33,39,37,37,18,23,9,10
7210,1,4,3,4,3,4,4,31,33,30,14,12,12,75,59,32,40,34,22,20,15,12
7211,1,4,5,4,5,4,6,36,40,37,20,15,20,47,84,57,13,25,31,26,20,16
7212,1,4,5,4,5,4,4,33,30,31,15,16,12,40,70,61,37,40,19,24,11,10
7213,1,5,5,5,5,5,5,30,32,34,19,20,15,50,86,60,40,40,20,19,8,8
7214,1,4,4,4,4,5,5,38,38,36,11,18,10,61,84,73,34,34,21,19,9,9
7215,1,5,4,5,4,5,5,39,31,32,13,15,15,77,45,31,31,40,23,28,8,8
7216,1,4,4,4,4,5,5,39,34,33,14,13,14,63,51,36,40,34,21,22,9,8
7217,1,5,5,5,5,6,6,35,28,37,18,17,18,72,107,64,31,34,17,22,8,8
7218,1,5,5,5,5,5,5,34,34,31,17,14,13,33,40,31,40,40,15,22,11,8
7219,2,4,4,4,4,4,4,33,39,37,9,17,16,90,67,42,37,40,16,30,19,13
7220,1,3,4,3,4,4,5,33,32,26,10,13,11,75,45,43,40,40,18,41,9,11
7221,1,3,3,3,3,4,4,34,53,36,18,20,12,55,50,99,37,37,27,36,14,12
7222,1,5,5,5,5,5,6,31,30,33,15,16,16,55,87,33,40,28,26,15,10,12
7223,1,4,4,4,4,5,4,43,40,34,12,14,18,85,109,124,31,25,20,41,13,14
7224,1,4,5,4,5,4,4,32,36,34,13,14,15,62,81,32,34,40,15,22,11,7
7225,1,5,5,5,5,5,6,39,37,41,14,15,12,128,61,43,19,31,28,19,9,12
7226,2,5,5,5,5,4,5,34,36,33,15,14,11,28,49,28,31,34,30,23,10,7
7227,2,4,4,4,4,5,4,32,34,34,12,15,11,119,88,53,37,28,32,22,11,9
7228,1,5,5,5,5,4,6,34,35,33,16,18,14,56,60,24,40,40,18,20,9,11
7229,1,4,4,4,4,3,5,40,40,30,13,13,14,64,33,35,34,34,30,32,11,8
7230,1,5,5,5,5,4,5,30,31,30,13,11,13,48,41,40,22,28,20,22,9,9
7231,1,5,5,5,5,5,7,38,34,39,19,20,19,127,54,45,40,40,12,25,8,28
7232,1,4,4,4,4,5,5,34,33,36,17,19,9,112,56,26,31,40,19,26,9,10
7233,1,4,5,4,5,4,6,35,35,37,19,20,20,74,37,44,40,37,20,23,10,17
7234,1,4,5,4,5,4,5,32,31,35,17,17,14,74,48,32,37,40,16,15,7,8
7235,1,4,4,4,4,5,4,34,45,39,11,19,14,129,95,62,37,34,29,33,22,20
7236,1,5,5,5,5,5,5,31,29,33,18,17,18,35,39,41,37,40,22,21,16,9
7237,1,4,4,4,4,5,5,40,33,36,17,16,16,72,27,62,19,31,17,57,14,26
7238,1,4,4,4,4,4,5,33,36,34,17,15,14,43,114,66,37,34,20,20,14,8
7239,2,4,4,4,4,6,4,31,34,30,11,16,11,122,83,44,40,40,17,34,9,16
7240,1,4,5,4,5,5,5,37,38,35,14,15,14,85,56,34,22,40,11,20,17,7
7241,2,5,4,5,4,5,5,35,41,37,14,15,14,57,68,36,37,37,21,17,8,8
7242,1,5,5,5,5,6,6,33,37,38,16,18,14,181,102,94,28,28,19,35,10,11
7243,1,4,5,4,5,5,5,32,33,36,15,10,13,62,47,42,22,40,25,24,9,17
7244,1,5,5,5,5,4,6,31,33,32,20,18,12,96,22,24,40,40,16,15,7,7
7245,1,4,5,4,5,4,4,36,34,31,13,17,11,104,108,85,22,34,28,21,9,10
7246,1,5,5,5,5,5,5,32,37,31,6,14,15,82,64,32,31,22,35,39,20,18
7247,2,5,4,5,4,5,4,33,30,28,16,17,18,100,50,28,13,25,21,20,14,9
7248,1,4,5,4,5,4,5,35,39,36,16,13,17,132,97,59,28,40,12,20,12,12
7249,1,1,1,1,1,4,4,42,44,47,17,14,13,128,166,136,31,31,22,52,24,20
7250,2,1,2,1,2,2,3,38,34,39,18,19,12,105,69,47,13,28,19,24,10,12
7251,1,4,3,4,3,4,4,36,32,31,14,17,17,93,119,98,19,40,20,34,11,11
7252,2,4,4,4,4,5,5,36,36,37,18,20,14,92,90,48,40,34,22,20,11,10
7253,1,4,5,4,5,5,6,36,31,34,15,13,15,66,45,39,34,40,15,26,16,8
7254,1,5,5,5,5,5,6,29,32,32,16,14,13,67,51,36,37,40,12,19,8,12
7255,1,5,5,5,5,4,6,37,40,33,18,16,16,65,21,28,34,31,22,46,21,12
7256,1,4,5,4,5,4,5,36,41,34,16,13,14,77,83,106,37,37,17,44,12,11
7257,1,5,5,5,5,5,6,34,34,36,20,20,17,81,29,29,40,40,14,19,7,8
7258,1,5,5,5,5,5,6,42,32,38,16,15,12,87,37,51,37,34,23,31,9,9
7259,1,4,5,4,5,4,6,34,34,30,16,15,16,100,89,127,37,37,20,32,10,14
7260,2,4,4,4,4,4,4,38,38,39,19,15,13,106,103,51,34,37,13,31,11,8
7261,1,4,3,4,3,4,6,41,33,31,18,19,16,79,32,43,28,31,26,28,10,8
7262,1,4,5,4,5,5,6,38,33,36,19,15,9,68,68,37,37,37,27,17,16,16
7263,1,5,5,5,5,6,6,30,35,34,13,10,10,28,28,34,40,40,19,16,11,7
7264,1,4,5,4,5,4,6,32,35,30,20,18,18,52,120,64,40,40,12,19,9,12
7265,1,5,5,5,5,5,6,33,33,33,19,19,20,37,43,48,40,40,18,15,7,7
7266,2,3,3,3,3,3,4,37,36,38,14,20,15,146,54,79,28,40,18,34,11,12
7267,1,5,5,5,5,5,6,37,34,34,20,20,16,39,34,41,10,31,22,26,20,15
7268,1,5,5,5,5,5,6,40,31,36,18,18,15,71,89,39,34,40,17,48,7,20
7269,1,4,4,4,4,5,5,38,40,33,16,15,9,99,62,51,34,40,17,22,7,8
7270,2,4,3,4,3,4,6,36,33,38,10,11,12,107,70,53,37,19,31,33,9,13
7271,1,5,5,5,5,5,5,30,33,35,16,16,14,40,60,46,34,40,14,16,11,11
7272,1,5,4,5,4,5,5,37,33,42,11,8,10,56,45,70,28,31,26,29,11,14
7273,1,4,4,4,4,4,4,36,29,34,17,15,16,49,81,38,10,40,21,17,11,8
7274,1,4,4,4,4,5,6,31,32,26,12,13,15,50,59,33,40,40,23,19,11,13
7275,1,5,5,5,5,5,6,35,42,36,12,14,15,67,90,58,37,28,20,23,16,11
7276,1,5,5,5,5,5,6,29,33,33,20,17,16,40,28,36,37,37,16,15,7,7
7277,1,5,5,5,5,5,6,32,32,31,17,16,15,41,40,20,40,40,11,15,9,9
7278,1,4,5,4,5,4,6,32,30,32,18,18,19,29,31,28,34,37,18,16,10,7
7279,1,5,5,5,5,5,7,33,32,37,13,14,15,90,82,62,37,31,23,21,12,13
7280,1,4,5,4,5,4,5,40,40,41,17,17,16,89,89,73,37,40,17,40,23,13
7281,1,4,4,4,4,5,5,34,33,32,15,14,17,79,117,39,31,40,16,20,7,23
7282,1,4,4,4,4,4,5,29,31,30,11,14,15,46,32,53,34,31,17,19,15,16
7283,2,4,5,4,5,4,5,36,36,34,15,16,13,66,91,61,19,37,24,48,16,18
7284,1,4,5,4,5,4,4,36,33,35,20,20,18,84,56,36,40,40,21,17,10,8
7285,1,4,4,4,4,4,4,39,38,29,16,12,13,115,127,142,31,31,22,43,11,17
7286,1,4,4,4,4,5,5,31,34,36,16,17,16,39,34,26,40,40,18,18,9,7
7287,1,5,4,5,4,5,5,37,33,35,13,14,16,104,135,190,34,37,18,33,9,10
7288,1,3,4,3,4,5,6,35,35,34,18,18,16,77,121,29,40,16,22,18,15,9
7289,1,4,5,4,5,5,6,42,37,39,16,13,12,97,33,20,28,37,22,24,7,7
7290,1,4,5,4,5,6,6,33,31,29,11,13,12,73,39,39,31,40,19,25,8,9
7291,1,4,5,4,5,4,5,37,30,34,19,17,14,47,42,31,31,37,21,24,10,8
7292,1,4,4,4,4,5,4,42,35,37,13,14,16,110,116,53,31,34,19,32,19,14
7293,1,5,5,5,5,5,5,32,36,36,10,15,15,79,95,31,31,31,22,19,10,13
7294,1,4,5,4,5,5,5,31,31,31,17,20,18,60,34,23,40,31,19,17,16,12
7295,2,4,4,4,4,4,4,31,32,32,20,15,17,47,38,36,40,40,21,15,7,8
7296,1,4,5,4,5,4,5,39,38,43,8,13,13,98,96,73,40,40,19,34,7,11
7297,1,4,4,4,4,4,5,33,31,31,12,12,10,54,48,23,31,25,16,34,12,14
7298,1,4,5,4,5,5,5,39,34,37,12,16,15,75,43,41,40,40,10,22,9,7
7299,2,4,4,4,4,4,4,34,33,31,16,17,14,47,31,21,37,40,20,18,8,7
7300,1,4,3,4,3,4,4,36,36,34,12,17,19,133,61,71,37,19,22,26,11,18
7301,1,5,5,5,5,5,5,36,34,36,16,16,11,158,85,45,34,40,20,47,10,8
7302,2,4,2,4,2,4,3,39,43,36,15,15,15,78,101,145,31,31,22,30,13,12
7303,1,4,5,4,5,5,7,40,36,38,10,11,17,66,53,43,16,28,22,30,10,12
7304,1,4,4,4,4,5,5,37,31,32,15,18,15,99,93,51,22,40,15,23,12,7
7305,1,4,5,4,5,4,6,31,36,32,15,13,12,27,68,35,13,31,28,22,10,7
7306,2,4,5,4,5,4,5,35,37,38,16,16,15,90,49,21,28,31,24,31,14,7
7307,1,4,4,4,4,5,4,37,39,35,17,15,10,109,136,112,28,34,22,45,26,13
7308,1,4,4,4,4,4,4,37,39,33,10,5,8,60,96,26,25,34,26,22,9,8
7309,2,5,5,5,5,5,6,32,30,31,16,16,12,58,46,20,37,37,31,15,8,7
7310,1,4,3,4,3,4,4,41,33,31,12,8,16,62,69,79,31,37,16,44,13,13
7311,1,4,4,4,4,4,4,32,32,28,18,15,16,53,58,30,37,31,20,18,16,14
7312,1,4,4,4,4,5,6,38,39,40,15,17,17,83,128,66,37,40,13,23,19,12
7313,1,4,5,4,5,5,5,33,40,39,17,20,20,63,55,37,25,40,16,27,7,8
7314,1,5,5,5,5,5,6,40,30,33,14,19,17,91,47,40,25,40,21,30,8,11
7315,1,4,4,4,4,5,4,40,40,37,18,16,14,106,60,28,37,40,19,17,13,11
7316,2,3,3,3,3,4,4,34,36,37,10,18,15,100,75,61,31,31,23,30,18,13
7317,1,4,3,4,3,4,4,30,19,26,8,13,16,94,29,28,31,28,30,30,10,12
7318,2,4,4,4,4,5,5,34,28,36,15,13,16,67,45,39,37,40,16,18,8,11
7319,2,3,4,3,4,4,5,32,27,33,13,17,15,64,28,56,34,40,21,46,10,8
7320,1,3,3,3,3,4,4,35,29,25,12,15,14,142,66,38,34,40,22,25,15,16
7321,2,5,4,5,4,4,5,31,35,33,14,14,12,69,41,20,34,19,22,21,7,7
7322,1,4,4,4,4,4,5,35,40,38,16,19,20,152,81,27,25,40,27,42,10,11
7323,1,3,4,3,4,4,5,41,39,40,17,17,15,78,44,32,37,37,18,28,14,11
7324,1,4,5,4,5,5,5,38,39,39,16,17,19,64,40,32,40,40,14,19,9,11
7325,2,5,4,5,4,5,3,29,36,34,16,14,12,106,59,66,34,37,18,27,11,11
7326,1,4,4,4,4,4,6,30,36,37,18,19,15,82,61,58,19,40,21,18,10,14
7327,1,4,5,4,5,4,5,38,40,32,8,16,16,98,58,28,37,37,12,25,18,12
7328,1,1,1,1,1,3,3,31,38,33,10,13,16,113,78,28,28,37,15,26,14,15
7329,2,5,5,5,5,5,6,34,34,34,18,17,17,94,35,43,37,40,12,37,9,10
7331,1,4,4,4,4,4,4,43,39,37,14,8,16,109,81,74,31,37,14,34,7,9
7332,1,4,4,4,4,3,5,38,33,34,14,17,17,92,41,68,40,22,20,27,12,9
7333,1,3,4,3,4,3,3,38,30,31,19,20,19,62,63,27,37,40,12,18,7,7
7334,2,4,4,4,4,4,4,31,46,33,19,12,6,110,129,72,34,31,23,27,23,9
7335,1,5,4,5,4,4,5,35,33,38,13,14,11,43,94,39,31,28,27,19,11,10
7336,1,3,3,3,3,3,4,43,40,33,8,16,13,83,87,89,34,16,21,32,16,19
7337,2,4,4,4,4,4,4,41,33,33,14,19,17,153,46,44,25,40,18,33,9,14
7338,1,4,4,4,4,4,5,39,39,30,13,14,12,110,117,35,28,34,26,40,17,18
7340,2,5,4,5,4,5,5,36,39,33,15,15,17,118,142,47,34,40,18,34,13,9
7341,1,5,5,5,5,5,4,35,30,36,17,14,11,92,50,38,40,37,28,17,15,10
7342,2,4,4,4,4,3,4,38,40,37,18,18,17,74,45,64,28,31,22,29,13,10
7343,1,4,4,4,4,3,4,38,33,27,15,15,17,86,60,63,37,25,23,59,24,20
7344,1,4,4,4,4,4,4,38,27,36,18,14,15,86,45,69,13,37,24,31,15,11
7349,1,4,3,4,3,3,4,33,31,32,15,14,18,96,89,82,34,25,17,35,15,11
7350,2,5,6,5,6,6,6,38,35,35,18,20,20,53,40,20,25,40,19,32,12,7
7351,1,5,4,5,4,5,5,31,34,31,13,12,11,60,64,39,40,34,21,28,9,9
7352,2,4,4,4,4,4,5,39,37,41,16,14,14,58,59,47,28,19,28,40,16,11
7353,1,3,4,3,4,5,5,36,42,39,12,15,14,105,45,70,28,37,18,24,13,13
7354,1,4,5,4,5,5,5,32,39,33,14,19,17,85,115,56,34,22,17,24,15,14
7355,1,3,3,3,3,5,3,38,38,32,16,16,14,74,94,72,37,13,30,61,10,15
7356,1,4,5,4,5,5,5,36,29,30,12,15,14,47,35,30,34,40,15,37,16,11
7357,2,5,4,5,4,5,4,33,37,37,17,15,15,126,56,51,37,37,24,29,13,9
7358,1,5,5,5,5,7,6,34,33,34,11,12,12,120,55,55,37,37,28,48,28,21
8001,1,5,5,5,5,6,6,32,34,34,20,20,18,92,43,42,40,40,13,25,8,8
8002,1,6,6,6,6,7,7,32,35,30,14,13,12,92,63,51,31,34,23,29,16,12
8003,1,5,5,5,5,6,6,32,37,33,16,18,17,47,38,26,37,40,16,18,7,7
8004,1,5,5,5,5,6,7,34,31,31,13,19,18,84,30,42,19,40,17,20,10,7
8005,1,5,6,5,6,6,7,32,33,31,13,19,16,47,40,23,40,40,21,17,18,9
8006,1,4,4,4,4,4,4,36,24,32,10,15,14,95,98,37,28,28,23,36,25,20
8007,1,5,6,5,6,5,7,30,32,32,18,17,18,82,26,35,31,31,18,35,9,8
8008,2,4,4,4,4,4,4,39,37,39,12,16,16,124,73,57,31,25,28,30,13,10
8009,1,4,4,4,4,4,4,39,36,40,16,12,13,80,81,66,40,10,33,46,23,28
8010,1,4,4,4,4,4,5,39,33,38,11,9,14,90,54,70,16,13,28,41,12,32
8011,1,5,6,5,6,6,6,37,30,36,13,16,15,129,45,24,37,37,16,27,12,14
8012,1,3,3,3,3,4,3,36,33,38,16,15,18,85,118,80,40,37,13,24,7,12
8013,1,5,5,5,5,5,6,33,31,32,12,15,16,47,36,22,40,34,20,26,14,9
8014,1,4,4,4,4,5,5,36,39,38,18,17,17,74,59,34,31,37,15,30,20,8
8015,2,5,4,5,4,6,5,30,29,32,17,16,11,67,48,33,31,40,25,26,26,15
8016,1,4,4,4,4,6,6,32,30,34,20,17,16,59,57,49,31,37,23,18,12,14
8017,1,4,5,4,5,5,6,35,37,37,10,13,15,63,98,37,31,37,18,25,11,14
8018,1,5,5,5,5,6,5,33,33,32,11,7,8,46,24,40,31,31,22,20,16,15
8019,1,4,5,4,5,4,4,33,30,29,13,14,17,105,90,51,34,40,16,22,14,10
8020,1,5,4,5,4,6,6,35,32,33,14,13,14,94,35,33,31,37,25,39,14,14
8021,1,5,5,5,5,5,6,28,34,33,16,19,18,33,24,29,40,40,15,16,7,7
8022,2,4,4,4,4,5,5,34,35,35,14,13,12,53,141,37,34,34,19,38,11,7
8023,2,4,4,4,4,4,5,36,29,32,14,19,16,61,58,38,37,40,15,33,11,9
8024,1,5,4,5,4,6,5,36,35,30,18,14,13,88,53,34,16,40,21,26,10,12
8025,1,4,4,4,4,5,4,33,32,28,15,16,13,95,57,38,40,40,20,24,8,15
8026,1,5,6,5,6,6,5,32,34,33,16,14,17,86,62,79,22,37,15,19,12,13
8027,1,5,5,5,5,6,7,32,37,35,19,12,14,27,38,27,40,40,19,15,9,9
8028,1,5,6,5,6,6,7,37,32,32,15,14,12,45,68,40,31,40,20,33,13,11
8029,1,4,4,4,4,4,4,37,37,34,14,12,11,63,67,48,31,28,25,26,9,10
8030,1,4,4,4,4,4,5,37,34,38,14,14,16,97,87,47,37,37,26,41,18,17
8031,2,3,3,3,3,4,3,37,37,33,18,15,14,91,66,32,28,40,19,18,8,9
8032,1,5,4,5,4,5,4,28,30,32,15,12,14,36,39,36,34,40,15,28,13,12
8033,1,3,1,3,1,3,3,43,38,33,9,16,17,123,83,65,16,31,14,43,8,9
8034,1,4,3,4,3,4,4,33,31,33,12,13,8,34,31,34,31,37,24,22,8,12
8035,1,5,5,5,5,5,5,32,27,34,19,12,16,62,54,46,37,40,18,21,15,11
8036,1,4,5,4,5,5,6,31,31,29,18,15,16,43,35,34,37,40,16,19,10,10
8037,1,4,4,4,4,4,5,32,35,36,10,11,11,108,82,40,31,16,33,28,11,15
8038,1,5,6,5,6,6,7,34,33,30,19,14,15,30,31,25,37,40,17,20,10,9
8039,2,3,4,3,4,3,4,29,31,33,12,11,11,54,60,35,31,40,23,19,12,13
8040,2,3,3,3,3,4,4,34,35,34,15,16,4,90,41,31,25,37,34,34,8,16
8041,1,5,5,5,5,6,7,29,35,33,15,15,16,50,37,27,31,13,20,34,11,9
8042,1,4,6,4,6,5,5,30,27,32,14,14,12,103,56,50,31,31,21,36,12,9
8043,1,4,4,4,4,4,3,36,35,28,14,9,10,81,57,20,34,13,34,25,7,7
8044,1,3,5,3,5,5,6,30,31,32,13,13,15,51,30,31,40,40,20,16,8,9
8045,1,5,5,5,5,5,5,34,34,33,17,14,16,38,41,26,40,40,21,21,8,10
8046,1,4,5,4,5,4,5,33,30,36,19,20,15,30,21,20,22,37,32,15,9,7
8047,1,4,3,4,3,4,3,33,35,35,16,18,16,97,56,50,28,37,20,21,7,9
8048,1,4,5,4,5,5,6,34,28,30,17,17,17,29,35,22,40,40,16,30,9,9
8049,1,5,5,5,5,5,5,31,32,34,16,13,17,75,26,42,37,40,14,27,7,9
8050,1,5,5,5,5,5,5,29,33,31,16,17,17,49,32,35,34,37,19,23,10,7
8051,1,4,5,4,5,4,5,38,37,37,13,15,16,104,109,45,37,22,32,42,13,22
8052,1,4,5,4,5,4,7,33,38,31,13,19,14,73,47,27,10,34,17,24,10,9
8053,2,4,4,4,4,5,5,33,30,30,12,15,18,77,60,51,40,40,20,55,13,9
8054,1,4,5,4,5,5,6,39,32,34,9,14,14,88,44,57,25,28,26,54,9,10
8055,1,5,5,5,5,6,5,42,30,36,17,12,14,100,53,28,31,40,22,22,10,8
8056,1,4,5,4,5,5,6,37,33,29,9,14,14,94,34,43,37,37,18,29,8,15
8057,1,4,5,4,5,4,5,29,33,32,10,15,13,47,42,29,37,40,17,30,9,7
8058,2,5,5,5,5,5,6,28,33,31,16,11,14,38,52,28,37,40,23,22,9,8
8059,1,5,4,5,4,4,5,29,32,33,15,14,15,54,34,50,34,40,24,25,12,14
8060,1,4,4,4,4,4,5,31,38,30,17,13,17,63,41,36,22,37,18,25,12,10
8061,1,5,5,5,5,6,7,33,32,31,14,16,8,47,69,33,40,31,22,18,10,10
8062,1,4,4,4,4,4,3,38,32,37,10,16,16,71,28,40,25,31,17,21,7,7
8063,1,4,5,4,5,5,4,38,42,34,15,16,12,115,120,52,40,34,26,32,17,11
8064,1,5,5,5,5,6,6,32,32,38,14,17,12,54,76,66,37,37,27,18,16,16
8065,1,5,5,5,5,6,5,39,35,36,20,20,19,121,125,117,19,28,23,37,16,22
8066,1,4,5,4,5,4,5,29,36,34,18,18,17,126,115,57,37,37,18,24,15,10
8067,2,4,5,4,5,5,6,34,35,36,18,16,18,40,55,57,22,37,26,27,11,11
8068,1,5,5,5,5,5,4,36,32,38,13,12,13,61,45,47,34,37,28,40,10,13
8069,1,5,5,5,5,6,6,35,32,35,15,19,18,138,52,46,37,40,17,26,13,10
8070,1,5,5,5,5,5,6,31,40,34,12,9,15,81,67,39,31,37,22,23,25,10
8071,1,4,5,4,5,5,4,32,39,31,12,13,8,89,112,63,37,37,29,26,19,16
8072,1,4,5,4,5,4,5,30,35,38,13,14,12,72,42,27,37,40,21,21,18,12
8073,1,4,3,4,3,5,4,31,38,39,11,12,16,102,91,42,40,40,19,18,19,13
8074,1,4,4,4,4,4,5,32,35,35,16,13,15,68,38,25,40,40,21,19,10,9
8075,1,4,5,4,5,4,6,32,37,34,15,14,13,45,48,69,34,40,17,16,12,12
8076,1,5,5,5,5,5,6,34,30,31,13,19,13,72,41,43,40,40,26,35,10,11
8077,1,5,4,5,4,5,5,33,37,35,16,14,10,74,85,58,40,34,26,30,12,23
8078,1,4,4,4,4,6,6,33,38,35,5,12,16,130,104,52,40,40,23,35,16,18
8079,1,5,4,5,4,5,4,44,42,44,20,17,14,91,79,59,13,37,16,53,26,14
8080,2,4,3,4,3,5,4,39,29,31,10,12,15,99,62,31,28,40,19,28,11,8
8081,1,4,4,4,4,4,5,35,37,34,11,15,15,51,80,55,34,31,23,19,27,29
8082,1,3,4,3,4,4,4,29,31,33,10,16,17,107,91,69,37,40,16,25,12,8
8083,1,5,5,5,5,5,5,30,35,31,18,14,16,63,107,43,34,40,16,22,13,11
8084,1,5,3,5,3,4,4,35,33,30,17,14,7,84,86,54,34,31,27,24,9,13
8085,1,5,5,5,5,6,6,28,33,33,17,18,17,68,30,28,40,40,13,16,11,7
8086,1,4,4,4,4,4,5,40,32,33,12,11,10,79,22,22,16,22,34,46,11,12
8087,1,5,5,5,5,4,5,35,38,40,13,11,13,70,92,56,28,25,28,47,25,30
8088,1,4,4,4,4,4,5,29,32,34,14,8,14,35,31,26,37,31,24,24,12,7
8089,1,4,5,4,5,5,6,32,31,33,16,15,16,76,42,60,13,40,20,20,12,14
8090,1,4,4,4,4,4,4,27,31,30,13,19,15,81,76,64,34,40,21,22,12,14
