"ID","FSM","C1_Eng","C1_Mat","C2_Eng","C2_Mat","C3_Eng","C3_Mat","C1_Btotal","C2_Btotal","C3_Btotal","C1_AGtotal","C2_AGtotal","C3_AGtotal","C1_SCtotal","C2_SCtotal","C3_SCtotal","C1_LTtotal","C2_LTtotal","C3_LTtotal","C1_Ltotal","C2_Ltotal","C3_Ltotal"
4198,1,4,4,4,4,5,5,35,37,39,20,19,16,92,80,79,31,34,19,22,14,11
4199,1,4,4,4,4,5,6,32,35,33,18,20,17,32,35,39,40,40,18,15,12,11
4200,1,4,4,4,4,5,6,35,37,36,18,14,17,82,48,41,34,31,24,19,10,11
4201,1,5,4,5,4,4,6,41,42,35,17,14,15,67,106,43,34,37,26,35,18,14
4202,1,4,5,4,5,4,6,36,35,36,20,14,20,104,76,21,40,28,22,31,10,8
4203,1,3,1,3,1,4,3,28,32,30,10,12,12,51,40,38,25,40,21,20,17,14
4204,2,3,3,3,3,5,4,40,38,41,12,14,16,111,58,97,19,31,29,40,11,11
4205,1,5,5,5,5,6,7,31,39,37,8,12,13,88,102,46,34,31,30,25,19,10
4206,1,3,4,3,4,4,5,33,32,32,7,12,10,97,33,32,37,34,23,31,12,12
4207,1,5,5,5,5,5,6,33,38,36,17,18,17,67,34,25,40,40,14,24,7,8
4208,1,5,5,5,5,5,7,34,39,40,12,15,18,94,74,34,31,37,12,25,15,9
4209,2,3,4,3,4,4,4,35,35,31,17,13,12,52,59,67,40,31,22,24,8,13
4210,1,3,4,3,4,5,4,32,31,31,11,13,15,69,35,24,34,25,16,26,11,10
4211,1,5,5,5,5,5,6,30,30,31,17,12,13,73,57,52,40,40,27,18,9,10
4212,1,4,4,4,4,5,5,34,32,35,17,12,11,55,38,37,34,28,26,20,10,7
4213,1,3,4,3,4,4,4,30,32,37,16,18,15,100,37,102,37,37,13,25,13,19
4214,1,3,4,3,4,3,5,31,30,28,20,15,17,53,41,32,40,40,26,16,9,9
4215,1,4,5,4,5,5,6,32,29,29,16,13,15,51,61,27,40,40,15,23,13,10
4216,1,4,5,4,5,5,6,36,42,34,17,18,20,95,38,20,37,40,11,28,13,13
4217,1,4,5,4,5,4,6,29,26,34,16,17,15,32,52,61,40,34,21,17,11,14
4218,1,4,5,4,5,5,6,32,31,31,16,16,15,57,43,32,40,40,13,19,11,8
4219,2,4,3,4,3,4,3,35,33,34,17,12,9,66,64,58,28,37,21,28,7,8
4220,1,3,3,3,3,4,3,28,33,34,14,19,17,41,37,28,40,31,24,20,15,11
4221,1,4,4,4,4,5,4,31,30,32,14,16,17,105,117,25,40,28,18,24,22,11
4222,1,4,4,4,4,4,4,33,35,32,18,16,16,63,43,24,40,40,25,20,10,7
4223,2,3,4,3,4,4,4,34,33,37,15,15,18,90,80,27,34,37,10,22,7,8
4224,1,4,5,4,5,4,5,40,38,32,12,11,12,73,36,27,13,40,18,22,15,13
4225,1,5,5,5,5,5,6,32,35,35,12,11,13,65,79,38,31,34,18,21,16,10
4226,1,4,4,4,4,4,6,41,35,35,16,19,18,91,61,49,16,34,19,38,8,11
4227,1,4,5,4,5,5,6,31,32,31,16,18,16,67,41,49,34,40,17,25,9,11
4228,1,3,4,3,4,5,5,35,43,43,14,14,14,101,95,88,28,31,22,40,27,30
4229,1,3,4,3,4,4,4,41,37,38,13,15,10,99,84,80,37,34,22,67,13,11
4230,2,4,3,4,3,4,4,33,39,37,15,15,13,119,99,33,25,37,22,51,21,16
4231,1,4,5,4,5,5,6,32,29,34,18,18,20,54,90,49,40,40,16,30,12,12
4232,2,4,3,4,3,3,3,35,29,34,14,9,13,128,66,125,31,37,20,37,13,17
4233,1,5,5,5,5,4,6,37,40,36,15,13,13,78,72,34,37,37,15,37,14,10
4234,1,3,4,3,4,5,5,48,39,37,10,14,13,68,127,64,13,40,20,70,16,11
4235,1,4,4,4,4,4,5,36,36,34,13,12,16,47,22,24,31,31,21,36,18,10
4236,1,4,3,4,3,4,4,38,41,40,12,17,16,91,33,69,28,37,32,60,15,24
4237,2,5,4,5,4,5,6,32,29,36,11,17,16,68,58,39,34,34,24,37,10,8
4238,1,3,3,3,3,3,4,44,41,43,10,16,17,103,37,51,37,16,23,32,18,15
4239,1,4,5,4,5,4,5,30,33,36,4,13,14,100,23,30,16,13,32,18,12,17
4240,2,3,3,3,3,4,4,46,35,39,13,13,12,180,105,179,19,19,31,43,16,27
4241,1,3,3,3,3,3,4,38,36,39,16,18,16,102,87,75,28,40,16,46,16,17
4242,1,4,4,4,4,5,6,34,33,35,18,19,18,48,26,21,40,40,12,23,8,7
4243,1,3,3,3,3,3,4,33,33,36,18,14,15,60,51,28,40,40,16,23,7,16
4244,1,4,4,4,4,4,4,31,37,34,15,16,18,50,34,42,40,37,12,18,8,7
4245,1,4,4,4,4,4,6,38,32,36,8,16,12,117,30,78,19,31,21,26,15,10
4246,1,5,4,5,4,4,5,46,41,37,13,14,14,145,92,92,40,40,15,35,14,14
4247,1,5,5,5,5,5,5,33,34,36,12,10,14,93,68,24,40,40,10,18,8,8
4248,1,3,4,3,4,5,4,39,33,34,14,12,13,62,39,43,31,37,23,31,10,15
4249,1,5,5,5,5,6,6,36,38,37,6,10,10,124,62,36,37,34,19,28,10,8
4250,1,4,4,4,4,6,6,32,36,37,8,10,13,47,46,45,37,40,17,22,12,7
4251,1,4,4,4,4,5,5,41,35,38,13,11,13,54,37,34,34,31,17,38,8,9
4252,1,4,4,4,4,5,5,36,38,32,11,17,18,87,65,33,40,37,18,25,9,7
4253,2,4,5,4,5,5,6,38,31,30,16,13,11,81,43,33,31,37,20,33,9,13
4254,1,4,4,4,4,4,4,35,32,37,15,11,13,65,62,27,34,40,20,28,12,8
4255,1,4,5,4,5,5,6,41,41,41,17,14,14,93,43,35,34,40,22,20,11,8
4256,2,3,3,3,3,3,3,37,19,21,15,17,10,51,20,24,34,40,25,20,10,15
4257,1,5,5,5,5,5,6,32,34,35,16,14,14,51,69,56,40,37,20,21,11,7
4258,1,3,3,3,3,3,3,33,29,35,15,18,18,106,36,35,37,40,13,17,7,13
4259,1,4,4,4,4,4,4,37,31,37,18,19,19,59,105,27,40,40,11,21,11,7
4260,1,4,4,4,4,4,4,36,34,28,17,15,20,81,67,33,34,37,18,19,13,10
4261,1,5,5,5,5,6,6,31,34,31,4,14,15,42,25,81,40,31,17,15,7,7
4262,1,3,4,3,4,4,5,32,34,33,15,17,14,53,31,31,40,40,18,20,16,10
4263,1,4,5,4,5,5,7,35,33,33,15,15,16,48,49,52,31,37,18,24,10,13
4264,1,4,5,4,5,5,6,41,40,43,15,8,10,64,48,40,31,25,24,24,16,10
4265,2,3,3,3,3,3,3,41,35,40,8,11,13,87,110,74,31,40,18,32,14,10
4266,1,4,5,4,5,5,7,30,38,35,15,14,9,98,68,31,40,40,23,20,12,23
4267,1,5,4,5,4,5,3,36,44,33,13,12,12,132,103,44,40,28,22,39,12,17
4268,1,3,4,3,4,4,5,29,30,34,12,15,10,79,36,38,28,40,22,20,10,7
4269,1,3,4,3,4,4,6,32,29,25,16,16,15,71,47,44,40,40,18,22,15,17
4270,1,3,3,3,3,4,4,39,38,36,15,14,10,102,81,52,34,34,25,36,20,19
4271,1,3,2,3,2,4,3,41,31,31,16,15,12,61,20,37,19,40,11,63,8,13
4273,2,3,1,3,1,4,4,39,35,42,12,8,10,122,141,166,28,10,21,38,25,24
4274,2,3,3,3,3,4,3,32,32,34,19,14,20,130,72,25,37,34,19,26,15,7
4275,1,4,3,4,3,5,3,30,32,35,17,13,17,50,96,38,31,37,18,24,20,12
4276,1,5,5,5,5,5,6,32,36,36,12,17,17,153,140,74,37,40,15,20,10,9
4279,1,4,4,4,4,4,4,31,33,31,13,17,14,45,21,21,37,40,17,22,9,12
4280,1,3,3,3,3,4,5,33,41,34,8,18,16,69,58,30,40,25,27,20,15,11
4281,2,4,4,4,4,4,4,36,32,35,14,12,14,61,35,26,34,37,18,53,11,11
4283,1,4,3,4,3,5,4,34,39,33,15,16,10,75,125,84,34,40,20,32,15,14
4284,1,5,4,5,4,6,7,39,40,39,18,15,13,72,102,87,31,34,14,58,23,20
4285,1,3,3,3,3,4,5,33,34,30,15,8,13,80,74,38,31,40,18,26,7,16
4286,1,3,5,3,5,4,4,36,39,42,16,16,16,63,78,116,31,34,15,43,13,26
4287,1,4,3,4,3,5,5,40,39,30,8,14,12,93,47,58,31,34,18,24,11,13
4288,1,4,4,4,4,5,5,33,32,30,15,14,18,65,39,33,40,34,22,17,7,9
4289,1,3,4,3,4,4,5,34,30,39,6,11,17,75,82,46,34,34,18,28,12,12
5001,2,5,4,5,4,5,5,27,38,38,17,20,13,56,29,42,34,22,24,22,15,11
5002,2,4,3,4,3,5,6,39,45,46,12,16,13,138,49,55,31,16,27,41,11,11
5003,2,4,2,4,2,4,3,37,31,27,14,13,12,69,45,33,25,22,23,31,10,8
5004,1,3,4,3,4,4,6,37,36,35,19,18,15,58,48,41,40,34,23,30,8,13
5005,1,5,5,5,5,6,6,31,32,35,20,14,16,47,72,40,40,40,17,15,13,13
5006,1,5,5,5,5,6,6,35,37,31,13,18,15,87,56,58,34,34,24,25,16,7
5007,1,5,4,5,4,5,4,33,39,35,18,15,17,57,76,36,31,40,20,18,9,9
5008,1,3,4,3,4,4,5,36,35,40,17,16,15,69,41,50,37,40,21,28,10,9
5009,1,3,3,3,3,4,4,47,35,35,11,13,12,89,59,28,31,40,16,56,11,20
5010,1,4,4,4,4,5,6,39,35,31,15,11,13,115,105,36,10,34,27,46,12,16
5011,2,4,4,4,4,4,4,33,36,35,13,15,13,107,117,73,31,37,15,23,12,18
5012,2,4,4,4,4,5,5,37,35,32,17,16,16,104,96,43,22,34,22,23,14,10
5013,1,4,4,4,4,5,5,33,36,33,14,15,15,45,52,28,40,40,19,16,10,8
5014,1,5,4,5,4,7,6,30,33,33,15,16,12,68,89,35,37,40,17,16,8,9
5015,1,5,5,5,5,7,8,33,34,33,18,17,13,67,44,45,40,40,22,17,10,10
5016,2,4,4,4,4,6,6,35,34,35,17,15,15,72,45,23,31,31,22,23,10,12
5017,1,5,4,5,4,6,5,33,36,34,17,16,14,58,103,79,37,25,12,17,13,25
5018,2,4,5,4,5,5,5,34,33,36,16,16,14,68,61,63,22,37,23,27,16,12
5019,2,4,4,4,4,4,5,34,26,41,18,13,16,101,95,39,31,31,18,27,27,10
5020,1,4,4,4,4,5,4,31,33,31,13,15,15,55,45,31,40,40,16,19,12,8
5021,2,3,3,3,3,4,4,34,41,31,11,16,15,68,63,43,16,31,27,15,11,12
5022,1,3,5,3,5,4,6,33,30,32,9,16,19,104,59,35,34,22,19,16,11,9
5023,1,4,4,4,4,5,5,36,42,42,12,13,14,151,55,104,34,31,19,27,8,18
5024,1,4,4,4,4,6,5,39,38,43,14,12,13,109,57,54,31,37,16,26,8,10
5025,1,4,5,4,5,5,6,30,35,31,16,16,16,89,32,88,40,34,25,26,12,10
5026,2,4,4,4,4,5,5,32,26,35,19,14,17,66,55,39,34,31,19,47,12,23
5027,1,5,5,5,5,7,7,35,30,35,16,11,16,62,143,81,37,34,14,24,20,17
5028,1,3,5,3,5,5,6,36,27,33,9,11,13,110,44,36,31,16,33,54,14,22
5029,1,3,5,3,5,4,4,41,31,41,13,12,10,62,41,37,37,13,33,42,12,11
5030,1,2,2,2,2,4,4,33,29,30,11,11,9,80,133,52,31,37,22,22,12,10
5031,1,5,4,5,4,5,5,36,37,34,18,13,14,80,35,45,37,40,17,15,9,7
5032,1,4,4,4,4,5,5,42,38,38,13,13,10,97,123,70,37,19,25,55,12,12
5033,1,4,5,4,5,6,6,34,35,35,16,16,19,89,51,42,40,37,23,32,11,9
5034,1,5,4,5,4,5,6,34,38,33,12,16,14,83,83,25,34,25,13,31,15,11
5035,2,3,4,3,4,3,3,33,44,44,9,11,15,99,114,72,37,34,18,30,21,16
5036,1,4,3,4,3,5,4,31,35,37,18,14,12,39,55,35,40,40,19,19,7,8
5037,1,4,5,4,5,5,4,33,30,34,12,17,14,56,62,39,31,34,28,21,13,12
5038,2,3,3,3,3,3,3,35,35,28,5,15,17,134,67,28,37,25,17,35,15,18
5039,1,4,5,4,5,5,7,43,48,41,13,16,11,81,47,44,34,31,16,18,16,16
5040,2,3,3,3,3,4,4,33,38,32,12,9,12,102,49,31,40,16,34,28,10,11
5041,1,5,5,5,5,6,7,34,37,41,8,15,11,92,56,63,28,16,25,44,21,13
5042,2,5,5,5,5,5,6,38,37,38,15,18,14,70,40,40,40,40,17,24,10,10
5043,1,4,4,4,4,5,4,31,35,32,11,14,14,56,59,27,37,37,23,26,8,7
5044,1,4,4,4,4,6,7,35,32,31,18,19,13,88,99,37,28,28,31,18,13,8
5045,1,4,5,4,5,6,6,31,35,31,19,18,18,72,70,34,34,40,21,19,12,9
5046,2,3,3,3,3,3,5,39,33,37,11,14,9,99,97,111,34,40,24,35,8,17
5047,1,3,4,3,4,4,4,32,34,34,19,17,17,63,97,174,40,13,25,15,11,15
5048,1,4,4,4,4,4,6,37,35,34,15,16,17,70,52,39,37,34,24,31,11,11
5049,1,4,5,4,5,4,6,36,41,41,18,12,9,42,50,41,28,34,25,26,17,8
5050,1,4,4,4,4,4,5,31,33,33,12,14,15,67,46,44,37,31,20,20,10,14
5051,1,4,4,4,4,5,5,34,31,34,12,11,15,117,60,35,28,13,22,22,11,10
5052,2,4,2,4,2,4,2,40,34,35,14,8,14,94,79,45,34,28,20,32,7,9
5053,2,4,4,4,4,5,4,42,42,43,8,13,14,71,52,120,34,34,31,39,9,15
5054,2,4,4,4,4,6,6,37,36,42,18,19,14,71,54,40,37,13,32,25,20,19
5055,1,3,4,3,4,4,5,39,27,31,14,16,14,60,66,46,28,34,31,20,13,11
5056,1,5,4,5,4,5,5,32,37,33,12,12,7,69,105,52,40,31,19,33,12,10
5057,1,5,5,5,5,5,4,33,36,37,16,9,14,46,40,119,34,34,19,30,9,11
5058,1,5,5,5,5,5,5,35,35,34,17,15,15,65,55,24,37,37,18,25,10,8
5059,1,5,5,5,5,4,5,38,30,37,12,10,17,106,33,33,37,31,18,33,11,15
5060,1,5,5,5,5,5,6,39,38,41,18,11,6,73,70,51,34,40,34,28,22,16
5061,1,5,4,5,4,6,5,39,34,37,14,16,14,113,57,31,22,34,31,60,11,17
5062,1,4,4,4,4,4,3,37,33,33,13,15,13,82,38,64,34,19,26,33,10,8
5063,1,4,4,4,4,5,5,34,33,29,12,14,11,114,53,47,40,37,20,26,10,10
5064,1,3,4,3,4,4,4,33,28,27,13,14,11,56,81,40,28,40,23,27,15,10
5065,1,4,4,4,4,5,6,45,43,45,13,14,10,117,95,88,28,34,24,39,19,14
5066,1,3,3,3,3,3,4,37,37,34,18,13,14,122,80,55,31,31,16,30,11,9
5067,1,4,4,4,4,5,6,34,31,36,15,20,19,109,26,28,37,40,15,22,9,14
5068,1,5,4,5,4,6,6,33,39,28,16,18,11,50,41,63,28,40,18,21,7,14
5069,1,5,6,5,6,6,7,36,34,34,16,13,13,39,46,36,31,40,15,22,8,16
5070,1,5,4,5,4,5,5,43,41,35,14,10,12,78,72,60,16,34,21,63,22,11
5071,2,5,4,5,4,5,6,32,31,31,17,18,12,94,40,38,22,40,25,22,9,12
5072,1,4,5,4,5,6,6,35,32,45,20,16,12,128,86,84,37,34,27,21,9,24
5073,1,5,4,5,4,5,6,34,33,29,18,17,14,58,34,40,37,40,15,26,10,9
5074,1,4,4,4,4,5,7,34,30,28,13,16,14,47,34,33,40,40,20,20,8,9
5075,1,5,5,5,5,6,6,38,32,36,16,11,10,63,38,29,37,37,15,25,14,9
5076,1,5,4,5,4,5,6,34,33,33,18,16,11,58,46,31,40,37,23,48,16,7
5077,1,3,3,3,3,3,3,35,33,38,12,13,8,58,44,56,34,37,26,19,12,10
5078,1,5,5,5,5,6,6,43,28,42,17,12,17,80,79,59,31,28,29,53,14,22
5079,1,4,5,4,5,5,5,38,34,34,16,14,13,90,88,68,22,40,28,31,12,9
5080,2,4,4,4,4,4,4,36,37,35,15,13,13,68,45,51,37,37,12,20,11,11
5081,1,4,4,4,4,5,5,33,34,36,15,19,18,86,52,51,40,34,12,27,11,17
5082,1,3,5,3,5,4,6,35,32,38,18,16,15,42,46,41,37,40,14,18,8,13
5083,1,4,4,4,4,5,6,34,34,33,10,17,14,79,97,87,37,31,19,18,9,9
5084,1,5,4,5,4,5,5,26,30,35,17,13,15,66,40,33,34,31,15,22,7,8
5085,1,5,5,5,5,6,6,32,34,39,16,19,19,108,56,52,13,40,18,28,9,11
5086,1,5,5,5,5,7,7,28,31,33,13,14,12,80,41,38,31,40,24,21,9,9
5087,2,4,5,4,5,5,6,41,38,42,16,16,16,132,113,47,31,28,22,37,20,13
5088,1,3,3,3,3,4,4,39,35,33,14,16,16,103,70,75,10,31,18,26,9,15
5089,1,3,4,3,4,3,3,33,41,37,14,14,17,83,85,36,37,28,22,28,9,11
5090,1,4,5,4,5,7,6,35,33,36,14,17,20,49,53,24,13,40,27,33,11,16
5091,2,2,1,2,1,4,4,33,36,35,17,18,14,76,56,34,31,34,13,26,9,8
5092,1,4,4,4,4,5,5,32,29,30,18,20,17,147,48,24,34,25,14,20,15,8
5093,1,4,4,4,4,4,4,40,29,30,17,18,19,120,67,41,28,28,17,25,17,18
5094,1,5,5,5,5,5,6,37,34,34,14,12,11,80,115,114,40,31,22,30,18,12
5095,1,5,5,5,5,7,5,37,34,33,17,16,17,100,79,40,34,31,18,34,13,8
5096,1,3,3,3,3,4,4,34,35,31,15,15,16,54,53,38,37,40,15,19,9,10
5097,1,4,4,4,4,5,5,35,35,37,13,15,12,100,43,40,40,37,23,28,15,30
5098,1,4,4,4,4,5,6,33,40,34,13,19,18,70,35,30,37,40,15,24,10,9
5099,1,4,4,4,4,6,6,39,37,36,16,13,16,65,51,58,37,13,21,32,18,9
5100,1,6,5,6,5,7,6,33,36,46,20,13,11,53,129,146,40,34,19,18,12,28
5101,1,5,6,5,6,7,8,37,28,31,13,13,13,146,54,27,31,28,15,34,22,10
5102,1,5,4,5,4,6,6,33,33,32,15,16,14,43,56,35,37,40,18,22,12,12
5103,1,3,4,3,4,4,5,32,29,29,12,14,18,83,64,42,28,34,18,21,13,12
5104,2,4,4,4,4,5,5,34,34,33,13,18,13,79,59,33,40,34,14,34,13,11
5105,1,5,4,5,4,6,5,37,34,38,11,12,12,150,54,43,28,34,19,21,12,11
5106,1,4,3,4,3,5,5,40,38,36,14,15,14,99,72,37,31,37,19,21,11,8
5107,1,4,3,4,3,5,6,33,37,35,14,15,16,44,76,62,40,37,16,17,16,12
5108,2,4,3,4,3,4,3,36,36,40,16,16,15,135,57,45,37,40,15,22,9,8
5109,2,5,4,5,4,5,5,35,35,36,16,16,14,114,95,61,40,34,14,22,9,9
5110,2,5,5,5,5,5,6,35,33,33,14,10,7,44,59,43,40,31,21,28,9,9
5111,1,4,4,4,4,4,5,33,36,33,14,15,13,53,34,36,31,40,24,20,11,10
5112,1,5,5,5,5,6,6,41,36,33,10,12,12,42,141,36,16,40,19,26,26,12
5113,1,4,3,4,3,6,5,35,35,40,16,17,16,88,77,179,31,37,26,37,9,12
5114,1,5,4,5,4,5,3,39,38,43,16,19,12,120,58,33,37,31,18,45,17,12
5115,1,5,5,5,5,5,4,41,33,36,15,13,12,75,120,90,13,25,22,52,14,18
5116,2,3,3,3,3,4,4,33,40,39,15,13,16,89,58,42,37,31,24,22,9,8
5117,1,5,4,5,4,6,5,36,37,35,19,19,12,91,70,38,37,31,18,42,10,8
5118,1,3,4,3,4,4,4,35,45,42,12,14,18,116,85,77,16,25,18,39,16,17
5119,1,4,5,4,5,3,4,35,35,33,17,16,14,117,108,73,37,40,17,27,13,14
5120,1,5,5,5,5,5,7,41,37,35,14,17,17,132,74,42,40,28,21,42,18,13
5121,2,4,4,4,4,4,3,33,38,35,16,16,11,57,55,51,34,40,22,34,12,17
5122,1,4,4,4,4,5,6,31,33,33,15,18,17,46,36,37,31,40,13,19,13,10
5123,1,5,5,5,5,5,7,34,38,42,13,17,14,86,59,54,37,31,19,21,10,10
5124,1,3,3,3,3,4,3,38,37,31,15,18,11,53,62,44,28,28,25,29,17,15
5125,1,4,4,4,4,4,5,36,32,36,15,17,14,111,59,47,37,31,19,17,9,9
5126,2,4,3,4,3,4,3,40,41,40,16,19,15,68,71,72,16,37,23,27,12,9
5127,1,3,4,3,4,4,6,36,39,37,16,18,13,97,57,48,34,40,19,15,10,7
5128,2,3,4,3,4,4,5,36,28,33,11,16,16,126,46,31,31,40,19,23,8,8
5129,1,4,4,4,4,5,5,42,32,38,16,15,14,61,34,32,31,40,23,31,9,7
5130,1,3,4,3,4,4,4,40,29,32,16,16,12,124,73,147,19,25,27,54,13,27
5131,1,3,4,3,4,4,5,31,38,33,11,18,11,114,162,88,37,34,34,23,11,26
5132,1,4,5,4,5,5,6,34,36,38,12,14,11,33,44,39,34,19,20,15,15,16
5133,1,4,5,4,5,5,5,40,39,40,17,16,16,68,89,52,40,31,15,29,11,8
5134,1,4,5,4,5,5,6,33,34,28,7,10,12,123,93,44,37,31,20,36,13,10
5135,1,3,4,3,4,3,5,34,42,33,11,15,11,84,43,43,37,34,24,21,14,14
5136,1,4,3,4,3,5,5,38,41,41,17,20,14,121,95,39,34,40,23,24,9,12
5137,1,4,3,4,3,6,6,39,37,38,16,14,10,63,144,78,25,22,27,57,27,25
5138,2,5,4,5,4,5,5,40,36,31,12,9,12,113,59,34,28,37,23,55,22,12
5139,2,4,4,4,4,5,4,30,33,32,7,11,12,141,81,63,37,31,20,34,28,12
6001,1,5,4,5,4,5,4,37,43,37,8,12,12,153,127,54,37,28,25,27,16,15
6002,1,5,5,5,5,7,6,36,31,35,19,19,13,79,102,56,37,37,22,23,19,14
6003,1,3,4,3,4,4,4,38,37,45,9,17,15,159,133,128,40,25,33,40,16,10
6004,1,4,5,4,5,6,5,30,35,36,16,17,19,36,54,45,34,40,21,26,14,7
6005,1,5,5,5,5,6,5,34,36,33,15,19,11,30,33,27,40,40,17,16,8,7
6006,1,4,4,4,4,5,5,36,40,36,20,16,12,101,87,65,37,37,21,17,13,7
6007,1,4,3,4,3,4,4,34,36,33,14,19,12,77,51,59,28,25,26,42,13,15
6008,1,5,5,5,5,6,4,43,37,41,10,6,12,140,48,76,13,16,40,46,7,20
6009,2,4,4,4,4,5,4,29,33,30,16,16,16,125,73,27,40,40,22,15,10,8
6010,1,4,4,4,4,4,4,34,36,38,13,16,11,68,97,45,37,25,27,42,23,24
6011,1,4,3,4,3,4,4,34,38,37,20,16,17,67,72,46,37,28,13,29,10,11
6012,1,4,5,4,5,6,4,33,33,34,11,16,19,77,75,70,40,37,25,37,20,21
6013,1,5,6,5,6,7,5,33,30,29,15,12,11,70,88,90,28,31,22,17,11,13
6014,1,4,4,4,4,4,4,34,33,35,15,16,14,42,47,83,40,40,23,18,12,12
6015,1,4,4,4,4,5,4,37,38,36,18,16,20,94,55,46,34,40,14,27,11,15
6016,1,4,4,4,4,5,5,29,32,31,17,16,13,50,83,38,34,28,25,22,11,12
6017,1,4,4,4,4,5,4,34,43,37,17,15,15,50,80,93,28,34,25,27,13,9
6018,1,5,5,5,5,6,5,35,35,33,14,15,10,87,106,120,31,40,22,34,12,14
6019,2,5,4,5,4,5,4,46,36,39,11,18,16,64,103,74,37,25,17,60,14,13
6020,1,3,4,3,4,3,4,40,35,31,17,16,16,80,74,57,37,31,21,28,8,7
6021,1,4,4,4,4,3,5,37,36,32,16,12,18,71,74,58,34,40,22,30,11,7
6022,1,4,4,4,4,5,5,28,29,29,10,13,13,54,67,40,40,28,19,27,10,16
6023,1,4,4,4,4,5,5,36,46,29,18,18,16,65,138,40,37,31,19,27,19,10
6024,1,5,4,5,4,6,5,35,33,36,14,15,12,137,89,102,40,40,14,21,13,9
6025,2,4,3,4,3,4,4,47,39,37,13,12,9,99,81,69,40,25,18,30,8,19
6026,1,3,4,3,4,5,5,33,43,36,11,16,16,61,140,79,37,37,28,52,12,22
6027,1,4,4,4,4,5,4,34,34,30,16,18,19,61,57,27,40,40,17,35,12,13
6028,2,3,3,3,3,3,4,41,57,45,16,14,18,105,179,144,31,37,18,50,19,15
6029,1,5,5,5,5,6,5,35,34,34,16,12,14,111,124,64,37,28,26,42,16,22
6030,1,4,4,4,4,4,5,36,44,31,17,18,14,82,157,93,31,37,21,27,10,9
6031,1,3,3,3,3,3,5,35,41,34,12,15,13,114,97,37,28,37,17,20,9,8
6032,2,4,5,4,5,5,6,32,32,33,17,15,15,69,78,33,34,40,15,16,14,9
6033,1,5,5,5,5,6,5,37,36,36,16,18,16,79,44,62,34,40,20,16,9,11
6034,1,5,5,5,5,6,5,31,30,32,12,15,12,87,92,63,37,40,19,15,12,12
6035,1,5,4,5,4,5,4,33,34,33,19,20,13,75,41,52,40,40,12,15,12,7
6036,1,4,4,4,4,5,5,30,32,35,12,13,19,57,33,32,37,40,20,43,17,10
6037,1,5,5,5,5,6,5,33,33,34,16,16,15,53,46,44,37,40,30,34,11,10
6038,1,4,4,4,4,5,5,33,32,36,14,14,18,64,114,51,28,40,18,37,13,9
6039,1,4,4,4,4,4,4,39,37,42,13,17,14,127,38,55,22,40,26,38,8,14
6040,1,3,4,3,4,5,5,30,35,37,9,13,15,88,64,48,37,40,20,22,19,18
6041,1,5,4,5,4,5,6,30,29,30,15,15,15,75,42,36,25,34,21,44,13,17
6042,1,5,5,5,5,6,5,35,39,37,18,19,19,98,70,102,40,37,20,21,18,21
6043,1,4,4,4,4,6,4,39,34,38,10,16,13,126,36,63,40,34,21,47,11,14
6044,1,5,5,5,5,6,5,32,32,33,17,16,11,58,34,86,40,40,21,15,7,9
6045,2,5,4,5,4,5,4,36,39,39,11,15,10,107,100,40,37,40,24,26,16,12
6046,2,5,5,5,5,6,7,38,34,37,19,20,18,80,47,33,31,40,15,36,8,8
6047,1,5,5,5,5,6,5,32,41,32,12,13,8,73,91,45,34,37,21,31,11,11
6048,1,5,5,5,5,7,5,35,30,31,11,12,14,81,32,32,40,34,16,22,16,10
6049,1,4,4,4,4,5,6,33,39,33,13,16,16,60,66,37,28,37,22,22,11,9
6050,1,4,4,4,4,4,4,43,38,38,13,15,10,145,141,96,31,31,25,39,19,17
6051,1,4,5,4,5,6,5,40,36,39,16,15,14,115,99,38,40,34,22,29,13,13
6052,1,5,4,5,4,5,5,35,36,37,18,16,17,51,57,23,13,25,20,31,7,7
6053,1,5,5,5,5,7,5,32,36,33,12,11,16,100,44,39,19,19,25,36,10,9
6054,1,4,4,4,4,4,4,36,35,34,17,13,15,70,34,85,37,31,17,21,14,17
6055,1,5,5,5,5,6,6,30,31,37,20,15,17,96,62,41,28,40,13,32,12,14
6056,1,5,4,5,4,6,4,33,45,41,19,18,16,80,78,39,19,31,26,30,19,23
6057,1,4,5,4,5,6,4,37,34,38,15,10,14,47,65,55,37,37,16,29,14,15
6058,1,4,4,4,4,5,5,31,33,35,16,15,15,75,76,32,34,40,19,20,9,8
6059,1,5,4,5,4,6,5,40,41,41,14,14,12,98,121,74,40,37,29,52,19,26
6060,1,4,4,4,4,4,4,37,38,39,16,14,12,82,43,52,31,37,22,24,9,14
6061,1,4,3,4,3,3,4,43,35,37,15,12,13,136,161,120,40,34,20,40,15,11
6062,1,4,4,4,4,5,4,30,32,35,11,16,13,34,28,27,40,40,18,21,7,8
6063,1,4,4,4,4,5,5,32,37,36,14,14,16,93,63,61,34,34,20,26,15,10
6064,1,4,4,4,4,5,4,32,37,35,13,19,19,105,58,47,40,40,15,24,8,16
6065,1,5,4,5,4,5,4,36,35,32,19,19,17,86,39,71,25,40,18,41,7,15
6066,2,2,1,2,1,3,3,37,34,45,11,16,11,137,111,119,19,37,22,36,12,29
